0,0.00020
1,1.95000
2,1.90125
3,1.35553
4,1.07384
5,0.89321
6,0.76420
7,0.66593
8,0.58783
9,0.52388
10,0.47035
11,0.42477
12,0.38544
13,0.35114
14,0.32097
15,0.29422
16,0.27037
17,0.24899
18,0.22973
19,0.21232
20,0.19653
21,0.18215
22,0.16904
23,0.15704
24,0.14604
25,0.13594
26,0.12664
27,0.11807
28,0.11016
29,0.10286
30,0.09609
31,0.08982
32,0.08401
33,0.07862
34,0.07360
35,0.06894
36,0.06460
37,0.06056
38,0.05679
39,0.05327
40,0.04999
41,0.04693
42,0.04407
43,0.04140
44,0.03889
45,0.03655
46,0.03436
47,0.03231
48,0.03039
49,0.02859
50,0.02690
51,0.02613
52,0.02543
53,0.02458
54,0.02400
55,0.02301
56,0.02317
57,0.02179
58,0.02083
59,0.02188
60,0.02209
61,0.02115
62,0.01985
63,0.01812
64,0.01544
65,0.01463
66,0.01376
67,0.01312
68,0.01221
69,0.01152
70,0.01075
71,0.01023
72,0.00967
73,0.00924
74,0.00851
75,0.00846
76,0.00794
77,0.00759
78,0.00735
79,0.00691
80,0.00666
81,0.00628
82,0.00608
83,0.00594
84,0.00554
85,0.00547
86,0.00519
87,0.00508
88,0.00488
89,0.00467
90,0.00460
91,0.00453
92,0.00450
93,0.00448
94,0.00443
95,0.00437
96,0.00431
97,0.00426
98,0.00422
99,0.00418
100,0.00414
101,0.00409
102,0.00405
103,0.00403
104,0.00400
105,0.00397
106,0.00394
107,0.00390
108,0.00386
109,0.00382
110,0.00378
111,0.00376
112,0.00373
113,0.00370
114,0.00368
115,0.00364
116,0.00361
117,0.00359
118,0.00357
119,0.00355
120,0.00352
121,0.00350
122,0.00348
123,0.00345
124,0.00343
125,0.00340
126,0.00338
127,0.00335
128,0.00333
129,0.00330
130,0.00328
131,0.00326
132,0.00324
133,0.00322
134,0.00320
135,0.00318
136,0.00316
137,0.00314
138,0.00313
139,0.00311
140,0.00309
141,0.00307
142,0.00305
143,0.00303
144,0.00302
145,0.00300
146,0.00298
147,0.00296
148,0.00294
149,0.00292
150,0.00290
151,0.00289
152,0.00287
153,0.00285
154,0.00284
155,0.00282
156,0.00280
157,0.00279
158,0.00277
159,0.00276
160,0.00274
161,0.00273
162,0.00271
163,0.00270
164,0.00268
165,0.00267
166,0.00265
167,0.00264
168,0.00263
169,0.00262
170,0.00261
171,0.00259
172,0.00258
173,0.00257
174,0.00255
175,0.00254
176,0.00253
177,0.00251
178,0.00250
179,0.00249
180,0.00248
181,0.00246
182,0.00245
183,0.00244
184,0.00243
185,0.00242
186,0.00241
187,0.00239
188,0.00238
189,0.00237
190,0.00236
191,0.00235
192,0.00234
193,0.00233
194,0.00232
